seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_1023	860	No terminal repeats	1	11	0.9934	NA	0	1.7183	NA	NA
k127_272	2228	No terminal repeats	3	11	0.9925	NA	0	0.9131	NA	NA
k127_2720	764	No terminal repeats	1	11	0.9922	NA	1	1.7183	B_traI	NA
k127_5313	234	No terminal repeats	1	11	0.9917	NA	0	1.7183	NA	NA
k127_2207	387	No terminal repeats	1	11	0.9917	NA	0	1.7183	NA	NA
k127_3003	232	No terminal repeats	1	11	0.9916	NA	0	1.7183	NA	NA
k127_1889	361	No terminal repeats	1	11	0.9916	NA	1	1.7183	B_traI	NA
k127_1185	395	No terminal repeats	1	11	0.9911	NA	0	1.7183	NA	NA
k127_4193	1448	No terminal repeats	2	11	0.9909	NA	0	1.7183	NA	NA
k127_8235	897	No terminal repeats	1	11	0.9903	NA	0	1.7183	NA	NA
k127_1903	1775	No terminal repeats	3	11	0.9902	NA	0	1.7183	NA	NA
k127_6770	18391	No terminal repeats	21	11	0.9898	NA	1	11.1217	NA	NA
k127_3905	475	No terminal repeats	1	11	0.9897	NA	0	1.7183	NA	NA
k127_4043	306	No terminal repeats	1	11	0.9893	NA	0	1.7183	NA	NA
k127_702	406	No terminal repeats	1	11	0.9892	NA	0	1.7183	NA	NA
k127_3792	2029	No terminal repeats	4	11	0.9892	NA	0	1.7183	NA	NA
k127_3695	231	No terminal repeats	1	11	0.9891	NA	0	1.7183	NA	NA
k127_8056	387	No terminal repeats	1	11	0.9885	NA	0	1.7183	NA	NA
k127_8404	409	No terminal repeats	1	11	0.9884	NA	0	1.7183	NA	NA
k127_4811	412	No terminal repeats	1	11	0.9874	NA	0	1.7183	NA	NA
k127_202	2614	No terminal repeats	2	11	0.9873	NA	2	2.3779	t4cp1;MOBH	NA
k127_1217	528	No terminal repeats	1	11	0.9867	NA	0	1.7183	NA	NA
k127_4680	241	No terminal repeats	1	11	0.9866	NA	0	1.7183	NA	NA
k127_5932	308	No terminal repeats	1	11	0.9861	NA	0	1.7183	NA	NA
k127_5900	2992	No terminal repeats	5	11	0.9853	NA	0	2.3678	NA	NA
k127_1321	630	No terminal repeats	1	11	0.9849	NA	0	0.8886	NA	NA
k127_6570	1670	No terminal repeats	2	11	0.9847	NA	0	3.0667	NA	NA
k127_2635	466	No terminal repeats	1	11	0.9843	NA	0	1.1477	NA	NA
k127_2418	2346	DTR	5	11	0.9839	NA	0	1.3496	NA	NA
k127_3525	1555	No terminal repeats	2	11	0.9835	NA	0	1.9194	NA	NA
k127_2031	1126	No terminal repeats	2	11	0.9821	NA	0	1.7183	NA	NA
k127_1623	546	No terminal repeats	1	11	0.9814	NA	0	1.4740	NA	NA
k127_8364	424	No terminal repeats	1	11	0.9811	NA	0	0.9446	NA	NA
k127_1348	2034	No terminal repeats	3	11	0.9810	NA	0	1.7183	NA	NA
k127_8089	572	No terminal repeats	2	11	0.9799	NA	2	2.6290	T_virB9;T_virB8	NA
k127_6058	2375	No terminal repeats	4	11	0.9797	NA	0	1.3125	NA	NA
k127_5384	1361	No terminal repeats	2	11	0.9784	NA	0	1.7183	NA	NA
k127_8771	819	No terminal repeats	2	11	0.9778	NA	0	1.7183	NA	NA
k127_1335	1683	No terminal repeats	2	11	0.9771	NA	1	3.1624	NA	NA
k127_7064	1091	No terminal repeats	1	11	0.9770	NA	0	1.6931	NA	NA
k127_2581	2315	No terminal repeats	5	11	0.9769	NA	0	0.3698	NA	NA
k127_913	383	No terminal repeats	1	11	0.9767	NA	0	1.5504	NA	NA
k127_2188	767	No terminal repeats	2	11	0.9729	NA	0	1.7183	NA	NA
k127_6774	1805	No terminal repeats	2	11	0.9724	NA	0	3.0292	NA	NA
k127_7074	352	No terminal repeats	2	11	0.9712	NA	0	1.7183	NA	NA
k127_1671	616	No terminal repeats	2	11	0.9711	NA	0	0.6033	NA	NA
k127_4329	2123	No terminal repeats	6	11	0.9710	NA	0	1.7269	NA	NA
k127_646	372	No terminal repeats	1	11	0.9710	NA	0	1.6115	NA	NA
k127_3631	761	No terminal repeats	2	11	0.9708	NA	0	1.7183	NA	NA
k127_2208	420	No terminal repeats	2	11	0.9704	NA	0	1.7183	NA	NA
k127_5448	2357	No terminal repeats	4	11	0.9682	NA	0	0.0000	NA	NA
k127_384	591	No terminal repeats	2	11	0.9679	NA	0	1.7183	NA	NA
k127_5022	391	No terminal repeats	1	11	0.9678	NA	0	1.6038	G_tfc7	NA
k127_8297	1091	No terminal repeats	2	11	0.9677	NA	0	1.7183	NA	NA
k127_2555	1378	No terminal repeats	3	11	0.9676	NA	0	1.7183	NA	NA
k127_2269	506	No terminal repeats	2	11	0.9675	NA	0	1.7183	NA	NA
k127_3111	1301	No terminal repeats	3	11	0.9662	NA	0	1.7183	NA	NA
k127_1567	244	No terminal repeats	1	11	0.9662	NA	0	1.6278	NA	NA
k127_2180	1097	No terminal repeats	2	11	0.9631	NA	0	1.7183	NA	NA
k127_2517	1246	No terminal repeats	3	11	0.9626	NA	0	1.7183	NA	NA
k127_4761	2299	No terminal repeats	5	11	0.9613	NA	0	3.1098	NA	NA
k127_1619	672	No terminal repeats	2	11	0.9611	NA	0	0.9446	NA	NA
k127_572	279	No terminal repeats	1	11	0.9600	NA	0	1.7183	NA	NA
k127_787	3466	No terminal repeats	2	11	0.9600	NA	0	1.5625	NA	NA
k127_7173	580	No terminal repeats	1	11	0.9583	NA	0	1.4538	NA	NA
k127_6080	846	No terminal repeats	1	11	0.9580	NA	1	1.3109	MOBH	NA
k127_1857	233	No terminal repeats	1	11	0.9576	NA	0	1.6695	NA	NA
k127_2752	1996	No terminal repeats	4	11	0.9566	NA	0	1.3323	NA	NA
k127_1057	329	No terminal repeats	1	11	0.9563	NA	0	1.6931	NA	NA
k127_234	290	No terminal repeats	1	11	0.9554	NA	0	1.5353	NA	NA
k127_6800	1111	No terminal repeats	2	11	0.9553	NA	0	1.7183	NA	NA
k127_7816	1893	No terminal repeats	2	11	0.9551	NA	0	1.4245	NA	NA
k127_6888	1807	No terminal repeats	4	11	0.9548	NA	0	2.4206	NA	NA
k127_469	973	No terminal repeats	1	11	0.9548	NA	1	1.6000	NA	NA
k127_4394	541	No terminal repeats	2	11	0.9548	NA	0	1.7183	NA	NA
k127_8268	1299	No terminal repeats	3	11	0.9540	NA	1	1.6903	NA	NA
k127_5413	2055	No terminal repeats	3	11	0.9528	NA	0	1.7183	NA	NA
k127_6101	449	No terminal repeats	1	11	0.9525	NA	0	1.4998	NA	NA
k127_3719	573	No terminal repeats	1	11	0.9524	NA	0	1.6931	NA	NA
k127_3297	1086	No terminal repeats	3	11	0.9512	NA	0	1.7183	NA	NA
k127_6884	1379	No terminal repeats	3	11	0.9508	NA	0	1.7023	NA	NA
k127_5786	727	No terminal repeats	1	11	0.9507	NA	0	1.7054	NA	NA
k127_779	232	No terminal repeats	1	11	0.9503	NA	0	1.2466	NA	NA
k127_6818	549	No terminal repeats	1	11	0.9495	NA	0	1.2972	NA	NA
k127_790	308	No terminal repeats	1	11	0.9490	NA	0	1.4636	NA	NA
k127_2133	2167	No terminal repeats	5	11	0.9473	NA	0	0.9600	NA	NA
k127_3196	1892	No terminal repeats	4	11	0.9462	NA	0	2.0673	NA	NA
k127_812	1274	No terminal repeats	3	11	0.9459	NA	0	1.7183	NA	NA
k127_7829	283	No terminal repeats	1	11	0.9455	NA	0	1.6960	NA	NA
k127_7889	1315	No terminal repeats	2	11	0.9445	NA	0	1.7183	NA	NA
k127_5661	1189	No terminal repeats	3	11	0.9445	NA	0	2.2004	NA	NA
k127_3645	239	No terminal repeats	1	11	0.9417	NA	0	1.7101	NA	NA
k127_3819	554	No terminal repeats	1	11	0.9409	NA	0	1.6931	NA	NA
k127_1397	951	No terminal repeats	1	11	0.9400	NA	0	0.2304	NA	NA
k127_1360	2223	No terminal repeats	3	11	0.9399	NA	0	0.9257	NA	NA
k127_5037	267	No terminal repeats	1	11	0.9399	NA	0	1.2066	NA	NA
k127_4128	1730	No terminal repeats	3	11	0.9384	NA	0	1.7183	NA	NA
k127_2222	408	No terminal repeats	1	11	0.9372	NA	0	0.8817	NA	NA
k127_4596	2193	No terminal repeats	5	11	0.9356	NA	0	1.9432	NA	NA
k127_4569	1145	No terminal repeats	1	11	0.9354	NA	0	1.3860	NA	NA
k127_7219	2353	No terminal repeats	2	11	0.9327	NA	0	1.0301	NA	NA
k127_1211	2483	No terminal repeats	4	11	0.9277	NA	0	2.0075	NA	NA
k127_1576	1202	No terminal repeats	2	11	0.9268	NA	0	2.2536	NA	NA
k127_2020	518	No terminal repeats	1	11	0.9246	NA	0	1.6931	NA	NA
k127_6162	946	No terminal repeats	2	11	0.9196	NA	0	1.7183	NA	NA
k127_7126	820	No terminal repeats	1	11	0.9196	NA	0	1.3498	NA	NA
k127_1357	405	No terminal repeats	1	11	0.9194	NA	0	1.3472	NA	NA
k127_4430	592	No terminal repeats	1	11	0.9161	NA	1	1.0515	NA	NA
k127_7169	545	No terminal repeats	1	11	0.9151	NA	0	1.1079	NA	NA
k127_5623	295	No terminal repeats	1	11	0.9122	NA	0	1.5504	NA	NA
k127_3970	776	No terminal repeats	2	11	0.9111	NA	0	1.7129	NA	NA
k127_3286	963	No terminal repeats	3	11	0.9100	NA	0	1.7183	NA	NA
k127_5497	1081	No terminal repeats	2	11	0.9062	NA	0	0.7904	NA	NA
k127_2504	2483	No terminal repeats	3	11	0.9039	NA	0	1.4719	NA	NA
k127_4460	1491	No terminal repeats	2	11	0.8983	NA	0	1.3476	NA	NA
k127_5136	1177	No terminal repeats	2	11	0.8961	NA	0	0.3986	NA	NA
k127_388	559	No terminal repeats	1	11	0.8878	NA	0	0.3308	NA	NA
k127_5271	1275	No terminal repeats	4	11	0.8830	NA	0	1.5205	NA	NA
k127_8606	861	No terminal repeats	2	11	0.8827	NA	0	1.0206	NA	NA
k127_522	481	No terminal repeats	1	11	0.8818	NA	0	1.3957	NA	NA
k127_5278	300	No terminal repeats	2	11	0.8817	NA	0	1.2466	NA	NA
k127_5584	299	No terminal repeats	1	11	0.8803	NA	0	1.1973	NA	NA
k127_106	552	No terminal repeats	2	11	0.8765	NA	0	1.7042	NA	NA
k127_5926	570	No terminal repeats	2	11	0.8764	NA	0	1.6165	NA	NA
k127_5039	1927	No terminal repeats	1	11	0.8748	NA	0	1.0354	NA	NA
k127_8731	249	No terminal repeats	1	11	0.8730	NA	1	0.9935	T_virB9	NA
k127_7322	2872	No terminal repeats	2	11	0.8720	NA	0	1.4340	NA	NA
k127_3288	515	No terminal repeats	2	11	0.8719	NA	0	1.6038	G_tfc7	NA
k127_1886	1285	No terminal repeats	2	11	0.8716	NA	0	0.7252	NA	NA
k127_2186	396	No terminal repeats	1	11	0.8624	NA	0	1.6931	NA	NA
k127_537	2192	No terminal repeats	4	11	0.8607	NA	0	0.0000	NA	NA
k127_7965	505	No terminal repeats	1	11	0.8597	NA	0	1.5788	NA	NA
k127_6714	571	No terminal repeats	2	11	0.8562	NA	0	1.0873	NA	NA
k127_4901	1036	No terminal repeats	2	11	0.8559	NA	0	1.4636	NA	NA
k127_4357	300	No terminal repeats	1	11	0.8549	NA	0	1.2143	NA	NA
k127_3918	621	No terminal repeats	1	11	0.8548	NA	0	0.2015	NA	NA
k127_1742	3294	No terminal repeats	5	11	0.8534	NA	0	1.4566	NA	NA
k127_1687	271	No terminal repeats	1	11	0.8480	NA	0	1.2460	NA	NA
k127_2226	2445	No terminal repeats	4	11	0.8459	NA	0	0.4160	NA	NA
k127_1880	285	No terminal repeats	1	11	0.8435	NA	0	1.2486	NA	NA
k127_8416	1056	No terminal repeats	2	11	0.8402	NA	0	1.2565	NA	NA
k127_1423	337	No terminal repeats	1	11	0.8390	NA	0	0.9664	NA	NA
k127_295	1437	No terminal repeats	4	11	0.8377	NA	0	0.0000	NA	NA
k127_7018	553	No terminal repeats	1	11	0.8350	NA	0	1.3957	NA	NA
k127_4527	1003	No terminal repeats	1	11	0.8327	NA	0	1.3575	NA	NA
k127_7695	2500	No terminal repeats	3	11	0.8312	NA	0	0.0000	NA	NA
k127_2618	1217	No terminal repeats	2	11	0.8308	NA	0	0.0000	NA	NA
k127_4251	273	No terminal repeats	1	11	0.8297	NA	0	1.2460	NA	NA
k127_3898	833	No terminal repeats	2	11	0.8269	NA	1	1.0313	T_virB9	NA
k127_261	362	No terminal repeats	1	11	0.8265	NA	0	0.8366	NA	NA
k127_3169	2406	No terminal repeats	5	11	0.8243	NA	0	1.5980	NA	NA
k127_4152	652	No terminal repeats	1	11	0.8198	NA	0	1.5788	NA	NA
k127_3514	1020	No terminal repeats	2	11	0.8191	NA	0	0.9847	NA	NA
k127_1914	2125	No terminal repeats	4	11	0.8146	NA	0	1.3726	NA	NA
k127_6540	1429	No terminal repeats	3	11	0.8143	NA	0	2.3269	NA	NA
k127_1805	1267	No terminal repeats	2	11	0.8136	NA	0	0.9665	NA	NA
k127_2141	1710	No terminal repeats	2	11	0.8122	NA	0	1.6377	NA	NA
k127_1017	1278	No terminal repeats	2	11	0.8112	NA	0	1.2728	NA	NA
k127_6215	955	No terminal repeats	3	11	0.8098	NA	0	0.7424	NA	NA
k127_1146	1541	No terminal repeats	4	11	0.8063	NA	0	0.1937	NA	NA
k127_3984	658	No terminal repeats	2	11	0.7981	NA	0	1.0206	NA	NA
k127_7457	2869	No terminal repeats	3	11	0.7979	NA	0	0.0000	NA	NA
k127_7550	515	No terminal repeats	2	11	0.7978	NA	1	0.9935	T_virB9	NA
k127_6121	1489	No terminal repeats	2	11	0.7950	NA	0	1.1904	NA	NA
k127_7475	679	No terminal repeats	1	11	0.7910	NA	0	1.2143	NA	NA
k127_2565	243	No terminal repeats	1	11	0.7895	NA	0	1.2322	NA	NA
k127_4944	1383	No terminal repeats	1	11	0.7867	NA	0	1.0491	NA	NA
k127_4171	2718	No terminal repeats	4	11	0.7837	NA	0	0.7535	NA	NF000025
k127_5198	812	No terminal repeats	2	11	0.7723	NA	0	1.3165	NA	NA
k127_3194	289	No terminal repeats	1	11	0.7712	NA	0	0.8693	NA	NA
k127_5307	383	No terminal repeats	1	11	0.7684	NA	0	1.2322	NA	NA
k127_6364	524	No terminal repeats	2	11	0.7680	NA	0	0.1959	NA	NA
k127_2828	1751	No terminal repeats	2	11	0.7655	NA	0	0.0000	NA	NA
k127_6064	601	No terminal repeats	2	11	0.7605	NA	0	1.1904	NA	NA
k127_6207	1942	No terminal repeats	2	11	0.7594	NA	0	1.2460	NA	NA
k127_3401	2567	No terminal repeats	3	11	0.7581	NA	0	0.0000	NA	NA
k127_6335	1855	No terminal repeats	2	11	0.7563	NA	0	0.0000	NA	NA
k127_4279	1052	No terminal repeats	3	11	0.7550	NA	0	0.0000	NA	NA
k127_4165	296	No terminal repeats	1	11	0.7505	NA	0	1.3072	NA	NA
k127_7305	1854	No terminal repeats	1	11	0.7422	NA	0	0.0000	NA	NA
k127_4135	1232	No terminal repeats	1	11	0.7405	NA	0	1.6931	NA	NA
k127_334	1882	No terminal repeats	3	11	0.7385	NA	0	0.0000	NA	NA
k127_2745	1220	No terminal repeats	3	11	0.7368	NA	0	1.1682	NA	NA
k127_4471	240	No terminal repeats	1	11	0.7359	NA	0	1.1704	NA	NA
k127_4794	460	No terminal repeats	1	11	0.7345	NA	0	0.8360	NA	NA
k127_5979	1470	No terminal repeats	3	11	0.7286	NA	0	0.0000	NA	NA
k127_5524	1230	No terminal repeats	2	11	0.7274	NA	0	0.0000	NA	NA
k127_7456	344	No terminal repeats	1	11	0.7229	NA	0	0.0000	NA	NA
k127_1531	1374	No terminal repeats	2	11	0.7199	NA	0	0.0000	NA	NA
k127_3579	432	No terminal repeats	1	11	0.7190	NA	0	1.3337	NA	NA
k127_3585	618	No terminal repeats	1	11	0.7185	NA	0	1.0812	NA	NA
k127_6057	1288	No terminal repeats	3	11	0.7173	NA	0	1.1121	NA	NA
k127_8030	339	No terminal repeats	1	11	0.7165	NA	0	0.7790	NA	NA
k127_2503	1672	No terminal repeats	4	11	0.7146	NA	0	0.0000	NA	NA
k127_1427	714	No terminal repeats	2	11	0.7144	NA	0	1.2782	NA	NA
k127_592	3716	No terminal repeats	4	11	0.7143	NA	0	0.4315	NA	NA
k127_8131	1663	No terminal repeats	4	11	0.7140	NA	0	0.0000	NA	NA
k127_2732	826	No terminal repeats	1	11	0.7116	NA	0	1.0577	NA	NA
k127_7549	465	No terminal repeats	1	11	0.7059	NA	0	1.2066	NA	NA
k127_6089	297	No terminal repeats	1	11	0.7045	NA	0	0.0000	NA	NA
k127_3632	300	No terminal repeats	1	11	0.7033	NA	0	0.0000	NA	NA
k127_6924	381	No terminal repeats	1	11	0.7029	NA	0	0.1979	NA	NA
k127_6385	914	No terminal repeats	1	11	0.7019	NA	0	0.0000	NA	NA
k127_6985	1851	No terminal repeats	3	11	0.7003	NA	0	0.0000	NA	NA
k127_286	1154	No terminal repeats	2	11	0.7000	NA	0	0.0000	NA	NA
k127_2393	300	No terminal repeats	1	11	0.6964	NA	0	0.0000	NA	NA
k127_4766	1338	No terminal repeats	2	11	0.6962	NA	0	0.9789	NA	NA
k127_8106	539	No terminal repeats	1	11	0.6939	NA	0	0.8116	NA	NA
k127_7848	1129	No terminal repeats	2	11	0.6918	NA	0	1.2392	NA	NA
k127_5399	1373	No terminal repeats	2	11	0.6850	NA	0	0.0000	NA	NA
k127_1874	1297	No terminal repeats	1	11	0.6848	NA	0	0.0000	NA	NA
k127_4037	3400	No terminal repeats	3	11	0.6824	NA	0	0.0000	NA	NA
k127_442	777	No terminal repeats	2	11	0.6805	NA	0	0.5049	NA	NA
k127_246	857	No terminal repeats	2	11	0.6804	NA	0	0.7396	NA	NA
k127_3391	1232	No terminal repeats	1	11	0.6743	NA	0	0.9239	NA	NA
k127_2235	539	No terminal repeats	2	11	0.6741	NA	0	0.7790	NA	NA
