seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_7781	290	No terminal repeats	1	11	0.9367	NA	0	1.3707	NA	NA
k127_8986	290	No terminal repeats	2	11	0.6624	NA	0	0.0000	NA	NA
k127_9756	3650	No terminal repeats	8	11	0.6589	NA	0	0.0000	NA	NA
k127_1433	343	No terminal repeats	1	11	0.6407	NA	0	0.0000	NA	NA
k127_853	273	No terminal repeats	2	11	0.6293	NA	0	0.0000	NA	NA
k127_5499	438	No terminal repeats	2	11	0.6252	NA	0	0.0000	NA	NA
k127_8342	293	No terminal repeats	1	11	0.6213	NA	0	0.0000	NA	NA
k127_10925	300	No terminal repeats	1	11	0.6189	NA	0	0.0000	NA	NA
k127_340	272	No terminal repeats	1	11	0.6032	NA	0	0.0000	NA	NA
k127_2216	300	No terminal repeats	2	11	0.5997	NA	0	0.0000	NA	NA
k127_11007	298	No terminal repeats	1	11	0.5878	NA	0	0.0000	NA	NA
k127_6607	1011	No terminal repeats	2	11	0.5832	NA	0	0.0000	NA	NA
k127_1135	300	No terminal repeats	2	11	0.5714	NA	0	0.0000	NA	NA
k127_1046	286	No terminal repeats	1	11	0.5692	NA	0	0.0000	NA	NA
k127_6582	288	No terminal repeats	1	11	0.5601	NA	0	0.0000	NA	NA
k127_5345	567	No terminal repeats	1	11	0.5485	NA	0	0.0000	NA	NA
k127_400	296	No terminal repeats	1	11	0.5399	NA	0	0.0000	NA	NA
k127_4777	291	No terminal repeats	2	11	0.5384	NA	0	0.0000	NA	NA
k127_1147	294	No terminal repeats	1	11	0.5374	NA	0	0.0000	NA	NA
k127_6676	297	No terminal repeats	1	11	0.5238	NA	0	0.0000	NA	NA
k127_7428	1008	No terminal repeats	2	11	0.5228	NA	0	0.0000	NA	NA
k127_9807	293	No terminal repeats	2	11	0.4924	NA	0	0.0000	NA	NA
k127_1887	232	No terminal repeats	1	11	0.4873	NA	0	0.0000	NA	NA
k127_10224	292	No terminal repeats	2	11	0.4838	NA	0	0.0000	NA	NA
k127_2720	300	No terminal repeats	2	11	0.4793	NA	0	0.0000	NA	NA
k127_1958	300	No terminal repeats	2	11	0.4590	NA	0	0.0000	NA	NA
k127_10485	301	No terminal repeats	1	11	0.4575	NA	0	0.0000	NA	NA
k127_6040	244	No terminal repeats	1	11	0.4568	NA	0	0.5777	NA	NA
k127_5930	281	No terminal repeats	2	11	0.4562	NA	0	0.0000	NA	NA
k127_7775	1762	No terminal repeats	1	11	0.4537	NA	0	0.0000	NA	NA
k127_11033	1059	No terminal repeats	2	11	0.4531	NA	0	0.0000	NA	NA
k127_8700	747	No terminal repeats	3	11	0.4527	NA	0	0.0000	NA	NA
k127_4470	634	No terminal repeats	2	11	0.4519	NA	0	0.0000	NA	NA
k127_7430	286	No terminal repeats	2	11	0.4497	NA	0	0.0000	NA	NA
k127_3700	291	No terminal repeats	1	11	0.4430	NA	0	0.0000	NA	NA
k127_751	689	No terminal repeats	1	11	0.4412	NA	0	0.0000	NA	NA
k127_5241	300	No terminal repeats	1	11	0.4403	NA	0	0.0000	NA	NA
k127_428	299	No terminal repeats	2	11	0.4391	NA	0	0.0000	NA	NA
k127_1028	285	No terminal repeats	1	11	0.4353	NA	0	0.0000	NA	NA
k127_3221	272	No terminal repeats	1	4	0.4328	NA	0	0.0000	NA	NA
k127_4546	300	No terminal repeats	2	11	0.4318	NA	0	0.0000	NA	NA
k127_2910	300	No terminal repeats	1	11	0.4314	NA	0	0.0000	NA	NA
k127_3320	296	No terminal repeats	1	11	0.4291	NA	0	0.0000	NA	NA
k127_4836	663	No terminal repeats	0	11	0.4261	NA	0	0.0000	NA	NA
k127_11023	289	No terminal repeats	1	11	0.4244	NA	0	0.0000	NA	NA
k127_1183	299	No terminal repeats	2	11	0.4235	NA	0	0.0000	NA	NA
k127_3509	1225	No terminal repeats	3	11	0.4196	NA	0	0.0000	NA	NA
k127_8520	298	No terminal repeats	1	11	0.4177	NA	0	0.0000	NA	NA
k127_3666	365	No terminal repeats	1	11	0.4154	NA	0	0.0000	NA	NA
k127_5294	301	No terminal repeats	1	11	0.4147	NA	0	0.0000	NA	NA
k127_10890	298	No terminal repeats	1	11	0.4130	NA	0	0.0000	NA	NA
k127_9744	299	No terminal repeats	1	11	0.4108	NA	0	0.0000	NA	NA
k127_10826	301	No terminal repeats	1	15	0.4062	NA	0	0.0000	NA	NA
k127_287	376	No terminal repeats	2	11	0.4032	NA	0	0.0000	NA	NA
k127_231	476	No terminal repeats	1	11	0.4004	NA	0	0.0000	NA	NA
k127_2460	312	No terminal repeats	2	11	0.3959	NA	0	0.0000	NA	NA
k127_4315	300	No terminal repeats	2	11	0.3936	NA	0	0.0000	NA	NA
k127_10497	300	No terminal repeats	1	11	0.3921	NA	0	0.0000	NA	NA
k127_2398	300	No terminal repeats	2	11	0.3917	NA	0	0.0000	NA	NA
k127_8209	658	No terminal repeats	2	11	0.3828	NA	0	0.0000	NA	NA
k127_5130	300	No terminal repeats	2	4	0.3786	NA	0	0.0000	NA	NA
k127_8694	301	No terminal repeats	2	11	0.3767	NA	0	0.0000	NA	NA
k127_8950	301	No terminal repeats	1	11	0.3761	NA	0	0.0000	NA	NA
k127_9303	300	No terminal repeats	1	11	0.3737	NA	0	0.0000	NA	NA
k127_4012	299	No terminal repeats	1	11	0.3720	NA	0	0.0000	NA	NA
