seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_47618	404	No terminal repeats	1	11	0.9912	NA	0	1.7183	NA	NA
k127_10931	380	No terminal repeats	2	11	0.9890	NA	1	3.3841	NA	NA
k127_55361	285	No terminal repeats	1	11	0.9882	NA	0	1.7183	NA	NA
k127_57286	298	No terminal repeats	1	11	0.9876	NA	0	1.7183	NA	NA
k127_52897	299	No terminal repeats	1	11	0.9876	NA	0	1.7183	NA	NA
k127_8300	404	No terminal repeats	1	11	0.9868	NA	0	1.7183	NA	NA
k127_71645	1176	No terminal repeats	2	11	0.9857	NA	2	2.9425	MOBP1	NA
k127_80247	2530	No terminal repeats	5	11	0.9818	NA	0	2.9580	NA	NA
k127_72576	301	No terminal repeats	1	11	0.9815	NA	0	1.6319	NA	NA
k127_9591	701	No terminal repeats	3	11	0.9813	NA	0	2.3939	NA	NA
k127_83039	300	No terminal repeats	1	11	0.9811	NA	0	1.6780	NA	NA
k127_70483	385	No terminal repeats	1	11	0.9732	NA	0	1.5652	NA	NA
k127_14809	301	No terminal repeats	1	11	0.9725	NA	0	1.6286	NA	NA
k127_22588	276	No terminal repeats	1	11	0.9709	NA	0	0.7784	NA	NA
k127_14001	619	No terminal repeats	1	11	0.9696	NA	1	1.4688	NA	NA
k127_84398	278	No terminal repeats	1	11	0.9673	NA	0	0.5836	NA	NA
k127_45494	466	No terminal repeats	1	11	0.9632	NA	1	1.4688	NA	NA
k127_32469	297	No terminal repeats	1	11	0.9624	NA	0	1.5682	NA	NA
k127_46280	294	No terminal repeats	1	11	0.9619	NA	0	1.7183	NA	NA
k127_45548	428	No terminal repeats	1	11	0.9618	NA	1	1.3318	NA	NA
k127_82455	298	No terminal repeats	1	11	0.9601	NA	0	0.7784	NA	NA
k127_1890	352	No terminal repeats	1	4	0.9596	NA	0	1.7129	NA	NA
k127_46321	301	No terminal repeats	1	11	0.9588	NA	0	0.7375	NA	NA
k127_3811	357	No terminal repeats	1	11	0.9580	NA	0	1.3568	NA	NA
k127_61319	592	No terminal repeats	1	11	0.9573	NA	1	1.4688	NA	NA
k127_19524	522	No terminal repeats	1	11	0.9564	NA	0	1.5647	NA	NA
k127_29204	291	No terminal repeats	1	11	0.9546	NA	0	1.2661	NA	NA
k127_33747	406	No terminal repeats	1	11	0.9532	NA	0	0.5059	NA	NA
k127_73752	618	No terminal repeats	2	11	0.9502	NA	0	1.7183	NA	NA
k127_45515	300	No terminal repeats	1	11	0.9487	NA	1	1.3318	NA	NA
k127_61357	502	No terminal repeats	2	11	0.9474	NA	1	1.7183	NA	NA
k127_20905	299	No terminal repeats	1	11	0.9423	NA	0	0.8817	NA	NA
k127_81286	549	No terminal repeats	2	4	0.9414	NA	0	1.7129	NA	NA
k127_71621	362	No terminal repeats	1	11	0.9388	NA	0	0.8746	NA	NA
k127_37522	534	No terminal repeats	1	11	0.9383	NA	0	0.3691	NA	NA
k127_22086	569	No terminal repeats	1	11	0.9331	NA	0	1.3633	NA	NA
k127_76544	540	No terminal repeats	2	11	0.9313	NA	0	1.0302	NA	NA
k127_38826	301	No terminal repeats	1	11	0.9305	NA	0	1.0779	NA	NA
k127_23852	609	No terminal repeats	2	11	0.9283	NA	1	1.6015	NA	NA
k127_74053	300	No terminal repeats	1	11	0.9267	NA	0	0.1776	NA	NA
k127_68550	1924	No terminal repeats	5	11	0.9263	NA	0	1.2805	NA	NA
k127_58914	301	No terminal repeats	1	11	0.9256	NA	0	0.6862	NA	NA
k127_75442	301	No terminal repeats	1	11	0.9201	NA	1	1.7145	NA	NA
k127_30999	382	No terminal repeats	1	11	0.9180	NA	0	1.3873	NA	NA
k127_68046	277	No terminal repeats	2	11	0.9167	NA	0	1.7183	NA	NA
k127_22610	298	No terminal repeats	1	11	0.9152	NA	1	1.0679	NA	NA
k127_39475	372	No terminal repeats	2	11	0.9147	NA	0	1.7183	NA	NA
k127_50498	513	No terminal repeats	1	11	0.9130	NA	0	0.4740	MOBT	NA
k127_73768	861	No terminal repeats	2	11	0.9117	NA	0	1.6155	NA	NA
k127_72779	301	No terminal repeats	1	11	0.9117	NA	0	1.3676	NA	NA
k127_81126	730	No terminal repeats	2	11	0.9088	NA	0	1.7183	NA	NA
k127_85802	571	No terminal repeats	2	11	0.9073	NA	0	1.0302	NA	NA
k127_52668	754	No terminal repeats	2	11	0.9064	NA	0	1.7183	NA	NA
k127_17231	300	No terminal repeats	1	11	0.9042	NA	0	0.2475	NA	NA
k127_36744	301	No terminal repeats	2	11	0.9009	NA	0	1.7183	NA	NA
k127_55224	1153	No terminal repeats	2	11	0.8977	NA	1	1.4688	NA	NA
k127_35949	526	No terminal repeats	3	11	0.8974	NA	0	1.7183	NA	NA
k127_31852	415	No terminal repeats	1	11	0.8942	NA	1	1.7145	NA	NA
k127_33435	354	No terminal repeats	1	11	0.8898	NA	0	0.4674	NA	NA
k127_30791	1472	No terminal repeats	3	11	0.8877	NA	0	1.5927	NA	NA
k127_5380	510	No terminal repeats	2	11	0.8845	NA	0	0.6078	NA	NA
k127_35966	301	No terminal repeats	1	11	0.8814	NA	1	1.7145	NA	NA
k127_70085	300	No terminal repeats	1	11	0.8810	NA	0	1.1653	NA	NA
k127_34944	300	No terminal repeats	2	11	0.8797	NA	0	0.9531	NA	NA
k127_61317	2182	No terminal repeats	5	11	0.8771	NA	0	0.0000	NA	NA
k127_17402	547	No terminal repeats	2	11	0.8684	NA	0	1.5652	NA	NA
k127_33207	272	No terminal repeats	1	11	0.8681	NA	0	0.3890	NA	NA
k127_16678	301	No terminal repeats	1	11	0.8595	NA	0	1.1763	NA	NA
k127_60961	301	No terminal repeats	1	11	0.8565	NA	0	1.2017	NA	NA
k127_77291	467	No terminal repeats	2	11	0.8552	NA	0	0.4665	NA	NA
k127_61739	1443	No terminal repeats	4	11	0.8507	NA	0	0.3322	NA	NA
k127_53607	301	No terminal repeats	1	11	0.8465	NA	0	1.2661	NA	NA
k127_14029	1052	No terminal repeats	2	11	0.8432	NA	0	1.6746	NA	NA
k127_6443	1141	No terminal repeats	4	11	0.8373	NA	0	1.6155	NA	NA
k127_49914	498	No terminal repeats	1	11	0.8343	NA	1	1.2242	MOBP1	NA
k127_15426	300	No terminal repeats	2	11	0.8245	NA	0	1.6646	NA	NA
k127_13631	373	No terminal repeats	1	11	0.8242	NA	0	1.2661	NA	NA
k127_56768	300	No terminal repeats	1	11	0.8135	NA	0	1.4144	NA	NA
k127_36986	284	No terminal repeats	1	11	0.8128	NA	0	1.2803	NA	NA
k127_85516	528	No terminal repeats	1	11	0.8111	NA	0	1.0439	NA	NA
k127_87597	1637	DTR	4	11	0.8041	NA	0	0.0000	NA	NA
k127_13505	751	No terminal repeats	2	11	0.7991	NA	0	0.6380	NA	NA
k127_38572	301	No terminal repeats	2	11	0.7885	NA	0	0.7784	NA	NA
k127_6294	462	No terminal repeats	2	11	0.7877	NA	0	1.6155	NA	NA
k127_36225	1038	No terminal repeats	3	11	0.7872	NA	0	0.0000	NA	NA
k127_85418	282	No terminal repeats	1	11	0.7857	NA	1	1.1508	I_traI	NA
k127_28470	300	No terminal repeats	1	11	0.7832	NA	0	1.6998	NA	NA
k127_67865	936	No terminal repeats	4	11	0.7784	NA	0	0.0000	NA	NA
k127_24795	301	No terminal repeats	1	11	0.7699	NA	0	1.4357	NA	NA
k127_68173	1880	No terminal repeats	6	11	0.7677	NA	0	0.4556	NA	NA
k127_31379	299	No terminal repeats	2	11	0.7665	NA	0	0.6553	NA	NA
k127_74886	468	No terminal repeats	2	11	0.7628	NA	0	1.3576	NA	NA
k127_82525	472	No terminal repeats	2	11	0.7610	NA	0	1.0748	NA	NA
k127_53450	301	No terminal repeats	1	11	0.7587	NA	1	1.4138	NA	NA
k127_9650	673	No terminal repeats	2	11	0.7579	NA	0	1.2471	NA	NA
k127_3438	361	No terminal repeats	1	11	0.7449	NA	0	0.9729	NA	NA
k127_11396	1118	No terminal repeats	2	11	0.7423	NA	0	0.0000	NA	NA
k127_8545	274	No terminal repeats	1	11	0.7384	NA	0	1.0836	NA	NA
k127_80695	301	No terminal repeats	2	11	0.7362	NA	0	0.5836	NA	NA
k127_59187	301	No terminal repeats	1	11	0.7358	NA	1	1.1508	I_traI	NA
k127_22949	916	No terminal repeats	2	11	0.7289	NA	0	0.0000	NA	NA
k127_2781	300	No terminal repeats	2	11	0.7272	NA	0	1.1899	NA	NA
k127_40891	407	No terminal repeats	1	11	0.7231	NA	0	1.0836	NA	NA
k127_72280	301	No terminal repeats	1	11	0.7188	NA	1	1.1508	I_traI	NA
k127_32551	297	No terminal repeats	2	11	0.7182	NA	0	1.2959	NA	NA
k127_41797	297	No terminal repeats	1	11	0.7166	NA	0	0.4231	NA	NA
k127_37775	301	No terminal repeats	2	11	0.7134	NA	1	0.9974	I_traK	NA
k127_65958	432	No terminal repeats	1	11	0.7129	NA	0	1.0349	NA	NA
k127_79274	301	No terminal repeats	1	11	0.7103	NA	0	0.0000	NA	NA
k127_28834	1327	No terminal repeats	3	11	0.7095	NA	0	0.0000	NA	NA
k127_53572	1275	No terminal repeats	3	11	0.7039	NA	0	0.2112	NA	NA
k127_372	294	No terminal repeats	2	11	0.6950	NA	0	0.6845	NA	NA
k127_86638	733	No terminal repeats	2	11	0.6944	NA	0	0.0000	NA	NA
k127_34501	656	No terminal repeats	2	11	0.6913	NA	0	0.0000	NA	NA
k127_14357	347	No terminal repeats	1	11	0.6881	NA	0	0.4092	NA	NA
k127_47747	301	No terminal repeats	1	11	0.6872	NA	0	0.9600	NA	NA
k127_79056	291	No terminal repeats	1	11	0.6868	NA	0	0.0000	NA	NA
k127_28995	1020	No terminal repeats	1	11	0.6791	NA	0	0.0000	NA	NA
k127_79823	1121	No terminal repeats	4	11	0.6762	NA	0	0.0000	NA	NA
k127_45315	524	No terminal repeats	2	11	0.6741	NA	0	0.0000	NA	NA
k127_47329	378	No terminal repeats	1	11	0.6696	NA	0	0.9595	NA	NA
k127_44259	350	No terminal repeats	1	11	0.6691	NA	0	0.3200	NA	NA
k127_65408	496	No terminal repeats	3	11	0.6671	NA	0	0.0000	NA	NA
k127_59659	513	No terminal repeats	2	11	0.6578	NA	0	0.0000	NA	NA
k127_79321	289	No terminal repeats	1	11	0.6570	NA	0	0.2124	NA	NA
k127_14184	301	No terminal repeats	1	11	0.6517	NA	0	1.0836	NA	NA
k127_15697	1472	No terminal repeats	2	11	0.6511	NA	0	0.0000	NA	NA
k127_37742	437	No terminal repeats	2	11	0.6501	NA	0	1.2026	NA	NA
k127_28869	2193	No terminal repeats	1	11	0.6470	NA	0	0.0000	NA	NA
k127_86805	915	No terminal repeats	4	11	0.6465	NA	0	0.0000	NA	NA
k127_41190	358	No terminal repeats	1	11	0.6463	NA	0	0.0000	NA	NA
k127_32373	301	No terminal repeats	1	11	0.6462	NA	1	0.9573	I_traM	NA
k127_30897	561	No terminal repeats	3	11	0.6458	NA	0	0.0000	NA	NA
k127_67085	426	No terminal repeats	1	11	0.6386	NA	0	0.0000	NA	NA
k127_40443	1173	No terminal repeats	2	11	0.6378	NA	0	0.0000	NA	NA
k127_54575	712	No terminal repeats	2	11	0.6370	NA	0	0.0000	NA	NA
k127_7592	2068	No terminal repeats	5	11	0.6368	NA	0	0.0000	NA	NA
k127_28212	1154	No terminal repeats	2	11	0.6352	NA	0	0.0000	NA	NA
k127_61051	800	No terminal repeats	2	11	0.6348	NA	0	0.0000	NA	NA
k127_25776	483	No terminal repeats	2	11	0.6346	NA	0	1.0456	NA	NA
k127_78324	301	No terminal repeats	2	11	0.6338	NA	0	0.1547	NA	NA
k127_79070	708	No terminal repeats	1	11	0.6328	NA	0	0.0000	NA	NA
k127_14796	872	No terminal repeats	4	11	0.6323	NA	0	0.0000	NA	NA
k127_54912	1017	No terminal repeats	3	11	0.6236	NA	0	0.0000	NA	NA
k127_68913	402	No terminal repeats	2	11	0.6235	NA	1	1.1508	I_traI	NA
k127_5967	299	No terminal repeats	2	11	0.6229	NA	1	1.1508	I_traI	NA
k127_2114	564	No terminal repeats	1	11	0.6219	NA	0	0.0000	NA	NA
k127_76547	680	No terminal repeats	2	11	0.6184	NA	0	0.0000	NA	NA
k127_36334	1630	No terminal repeats	3	11	0.6160	NA	0	0.0000	NA	NA
