seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_84593	447	No terminal repeats	1	11	0.9914	NA	0	1.7183	NA	NA
k127_61307	301	No terminal repeats	1	11	0.9866	NA	0	1.7183	NA	NA
k127_26088	275	No terminal repeats	1	11	0.9857	NA	0	1.7183	NA	NA
k127_95175	301	No terminal repeats	2	11	0.9830	NA	2	2.8371	T_virB3	NA
k127_90533	483	No terminal repeats	1	11	0.9776	NA	0	1.5828	NA	NA
k127_94199	300	No terminal repeats	1	11	0.9754	NA	1	1.6385	NA	NA
k127_11926	300	No terminal repeats	1	11	0.9450	NA	0	1.7019	NA	NA
k127_15586	301	No terminal repeats	1	11	0.9384	NA	0	1.6628	NA	NA
k127_6039	538	No terminal repeats	2	11	0.9032	NA	0	1.6022	NA	NA
k127_95294	230	No terminal repeats	1	11	0.8898	NA	0	1.4468	NA	NA
k127_99737	291	No terminal repeats	1	11	0.8596	NA	0	1.2505	NA	NA
k127_66981	249	No terminal repeats	1	11	0.8479	NA	0	1.2320	NA	NA
k127_31729	530	No terminal repeats	1	11	0.8473	NA	0	0.0000	NA	NA
k127_1297	292	No terminal repeats	1	11	0.8460	NA	0	1.2570	NA	NA
k127_10141	300	No terminal repeats	1	11	0.8326	NA	0	1.0760	NA	NA
k127_61856	274	No terminal repeats	1	11	0.8291	NA	0	1.3067	NA	NA
k127_68141	275	No terminal repeats	1	11	0.8087	NA	0	1.2340	NA	NA
k127_21330	322	No terminal repeats	1	11	0.8076	NA	0	1.2570	NA	NA
k127_31998	400	No terminal repeats	1	11	0.7957	NA	0	1.2432	NA	NA
k127_16652	300	No terminal repeats	1	11	0.7934	NA	0	1.2543	NA	NA
k127_4798	246	No terminal repeats	1	11	0.7923	NA	0	1.0898	NA	NA
k127_27974	301	No terminal repeats	1	11	0.7913	NA	0	0.6906	NA	NA
k127_29117	257	No terminal repeats	1	11	0.7913	NA	1	1.3288	T_virB6	NA
k127_26726	265	No terminal repeats	1	11	0.7746	NA	0	0.9567	NA	NA
k127_75133	239	No terminal repeats	2	11	0.7679	NA	0	1.5906	NA	NA
k127_82604	545	No terminal repeats	1	11	0.7649	NA	0	1.1723	NA	NA
k127_40213	301	No terminal repeats	1	11	0.7613	NA	0	1.4357	NA	NA
k127_8239	282	No terminal repeats	1	11	0.7499	NA	0	0.8057	NA	NA
k127_19532	320	No terminal repeats	1	11	0.7484	NA	0	0.2449	NA	NA
k127_48473	300	No terminal repeats	1	11	0.7390	NA	0	1.0693	NA	NA
k127_26201	299	No terminal repeats	1	11	0.7381	NA	0	0.7783	NA	NA
k127_52726	722	No terminal repeats	1	11	0.7304	NA	0	0.0000	NA	NA
k127_54171	299	No terminal repeats	2	11	0.7289	NA	0	0.0000	NA	NA
k127_41593	474	No terminal repeats	1	11	0.7278	NA	0	1.1355	NA	NA
k127_38608	265	No terminal repeats	1	11	0.7212	NA	0	0.9927	NA	NA
k127_93289	228	No terminal repeats	1	11	0.7130	NA	0	0.9851	NA	NA
k127_93673	378	No terminal repeats	1	11	0.7096	NA	0	0.0000	NA	NA
k127_13888	419	No terminal repeats	1	11	0.6994	NA	0	1.0738	NA	NA
k127_79684	368	No terminal repeats	2	11	0.6944	NA	0	1.2505	NA	NA
k127_71173	435	No terminal repeats	1	11	0.6815	NA	0	0.6829	NA	NA
k127_83835	267	No terminal repeats	1	11	0.6815	NA	0	0.0000	NA	NA
k127_61917	365	No terminal repeats	1	11	0.6799	NA	0	0.0000	NA	NA
