seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_233555	320	No terminal repeats	1	11	0.9913	NA	1	1.7183	NA	NA
k127_55928	301	No terminal repeats	1	11	0.9908	NA	0	1.7183	NA	NA
k127_31713	299	No terminal repeats	1	11	0.9901	NA	0	1.7183	NA	NA
k127_89062	300	No terminal repeats	1	11	0.9895	NA	0	1.7183	NA	NA
k127_276564	288	No terminal repeats	1	11	0.9889	NA	0	1.7183	NA	NA
k127_37102	301	No terminal repeats	1	11	0.9866	NA	0	1.7183	NA	NA
k127_64553	301	No terminal repeats	1	11	0.9861	NA	0	1.7183	NA	NA
k127_2149	301	No terminal repeats	1	11	0.9854	NA	0	1.7183	NA	NA
k127_152493	510	No terminal repeats	1	11	0.9844	NA	0	1.7183	NA	NA
k127_7745	556	No terminal repeats	1	11	0.9831	NA	0	1.7183	NA	NA
k127_254013	2301	No terminal repeats	2	11	0.9811	NA	0	0.8746	NA	NA
k127_137800	330	No terminal repeats	1	11	0.9802	NA	0	1.6822	NA	NA
k127_126802	951	No terminal repeats	1	11	0.9800	NA	0	0.8746	NA	NA
k127_11944	271	No terminal repeats	1	11	0.9798	NA	0	1.2056	NA	NA
k127_137093	300	No terminal repeats	1	11	0.9786	NA	0	0.9094	NA	NA
k127_250789	301	No terminal repeats	1	11	0.9778	NA	0	1.4636	NA	NA
k127_26884	295	No terminal repeats	1	11	0.9773	NA	0	1.6997	NA	NA
k127_257410	562	No terminal repeats	1	11	0.9769	NA	0	0.7009	NA	NA
k127_267508	328	No terminal repeats	1	11	0.9755	NA	0	0.6445	NA	NA
k127_190460	301	No terminal repeats	1	11	0.9740	NA	0	1.5205	NA	NA
k127_208440	484	No terminal repeats	1	11	0.9734	NA	0	0.6078	NA	NA
k127_194769	300	No terminal repeats	1	11	0.9714	NA	0	1.5440	NA	NA
k127_139691	421	No terminal repeats	1	11	0.9695	NA	0	0.5486	NA	NA
k127_22429	292	No terminal repeats	1	11	0.9694	NA	0	1.5618	NA	NA
k127_264951	301	No terminal repeats	1	11	0.9691	NA	0	1.4636	NA	NA
k127_220900	300	No terminal repeats	1	11	0.9686	NA	0	0.6473	NA	NA
k127_125436	396	No terminal repeats	1	11	0.9681	NA	0	0.6078	NA	NA
k127_1093	299	No terminal repeats	1	11	0.9646	NA	0	1.5625	NA	NA
k127_45612	2979	No terminal repeats	5	11	0.9626	NA	0	0.5836	NA	NA
k127_213064	624	No terminal repeats	1	11	0.9623	NA	0	1.6801	NA	NA
k127_256841	365	No terminal repeats	1	11	0.9621	NA	0	1.5609	NA	NA
k127_111149	300	No terminal repeats	2	11	0.9615	NA	0	1.7183	NA	NA
k127_258684	926	No terminal repeats	3	11	0.9612	NA	2	3.0145	T_virB2;T_virB3	NA
k127_214195	291	No terminal repeats	1	11	0.9612	NA	0	1.5222	NA	NA
k127_183350	300	No terminal repeats	1	11	0.9602	NA	0	0.5836	NA	NA
k127_198181	351	No terminal repeats	1	11	0.9592	NA	0	1.7183	NA	NA
k127_55496	299	No terminal repeats	1	11	0.9576	NA	1	0.9293	NA	NA
k127_27603	300	No terminal repeats	1	11	0.9575	NA	0	1.6850	NA	NA
k127_98091	948	No terminal repeats	3	11	0.9566	NA	0	1.7183	NA	NA
k127_169846	293	No terminal repeats	1	11	0.9565	NA	0	0.3981	NA	NA
