seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_213917	301	No terminal repeats	1	11	0.9933	NA	0	1.7183	NA	NA
k127_124764	301	No terminal repeats	1	11	0.9923	NA	0	1.7183	NA	NA
k127_204096	286	No terminal repeats	1	11	0.9911	NA	0	1.7183	NA	NA
k127_188431	457	No terminal repeats	1	11	0.9910	NA	0	1.7183	NA	NA
k127_38367	300	No terminal repeats	1	11	0.9910	NA	0	1.7183	NA	NA
k127_26300	273	No terminal repeats	1	11	0.9905	NA	0	1.7183	NA	NA
k127_25712	454	No terminal repeats	1	11	0.9900	NA	0	1.7183	NA	NA
k127_48815	298	No terminal repeats	1	11	0.9898	NA	0	1.7183	NA	NA
k127_196649	267	No terminal repeats	1	11	0.9895	NA	0	1.7183	NA	NA
k127_192904	305	No terminal repeats	1	11	0.9888	NA	0	1.7183	NA	NA
k127_186544	295	No terminal repeats	1	11	0.9886	NA	0	1.7183	NA	NA
k127_183015	286	No terminal repeats	1	11	0.9883	NA	0	1.7183	NA	NA
k127_70235	287	No terminal repeats	1	11	0.9880	NA	0	1.7183	NA	NA
k127_76434	721	No terminal repeats	2	11	0.9879	NA	1	1.7183	NA	NA
k127_87013	301	No terminal repeats	1	11	0.9872	NA	0	1.7183	NA	NA
k127_112396	301	No terminal repeats	1	11	0.9872	NA	0	1.7183	NA	NA
k127_52003	1469	No terminal repeats	2	11	0.9869	NA	1	3.2334	NA	NA
k127_40444	293	No terminal repeats	1	11	0.9866	NA	0	1.7183	NA	NA
k127_169651	2528	No terminal repeats	5	11	0.9855	NA	0	2.9580	NA	NA
k127_105478	465	No terminal repeats	1	11	0.9840	NA	0	1.7183	NA	NA
k127_82188	1157	No terminal repeats	1	11	0.9802	NA	0	0.8817	NA	NA
k127_167604	406	No terminal repeats	1	11	0.9798	NA	1	1.4998	F_traV	NA
k127_185788	301	No terminal repeats	1	11	0.9787	NA	0	0.8746	NA	NA
k127_138247	289	No terminal repeats	1	11	0.9758	NA	0	1.6748	NA	NA
k127_160448	497	No terminal repeats	1	11	0.9753	NA	0	1.6319	NA	NA
k127_46868	301	No terminal repeats	1	11	0.9743	NA	0	1.4636	NA	NA
k127_103736	301	No terminal repeats	1	11	0.9732	NA	0	1.2397	NA	NA
k127_134826	481	No terminal repeats	1	11	0.9716	NA	0	1.4998	NA	NA
k127_5534	920	No terminal repeats	2	11	0.9699	NA	0	1.7183	NA	NA
k127_89515	299	No terminal repeats	1	11	0.9680	NA	0	0.6862	NA	NA
k127_37960	240	No terminal repeats	1	11	0.9667	NA	0	1.4798	NA	NA
k127_18706	527	No terminal repeats	1	11	0.9658	NA	0	1.5927	NA	NA
k127_76393	730	No terminal repeats	2	11	0.9654	NA	0	1.0882	NA	NA
k127_131342	300	No terminal repeats	1	11	0.9623	NA	0	0.7312	NA	NA
k127_144519	300	No terminal repeats	1	11	0.9614	NA	0	0.7615	NA	NA
k127_13396	533	No terminal repeats	1	11	0.9610	NA	0	1.5428	NA	NA
k127_2466	451	No terminal repeats	2	11	0.9596	NA	0	1.7183	NA	NA
k127_205194	540	No terminal repeats	1	11	0.9596	NA	0	0.8168	NA	NA
k127_159356	299	No terminal repeats	1	11	0.9590	NA	0	1.7129	NA	NA
k127_189052	1421	No terminal repeats	4	11	0.9583	NA	0	3.3805	NA	NA
k127_30999	389	No terminal repeats	1	11	0.9576	NA	0	1.5652	NA	NA
k127_165614	536	No terminal repeats	2	11	0.9566	NA	0	0.7615	NA	NA
k127_209679	427	No terminal repeats	1	11	0.9541	NA	0	1.6319	NA	NA
