seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_9604	1997	No terminal repeats	3	11	0.9933	NA	0	3.2267	NA	NA
k127_10568	562	No terminal repeats	1	11	0.9923	NA	0	1.7183	NA	NA
k127_7684	20057	No terminal repeats	22	11	0.9922	NA	1	11.1217	NA	NA
k127_2477	511	No terminal repeats	1	11	0.9920	NA	0	1.7183	NA	NA
k127_1333	561	No terminal repeats	1	11	0.9918	NA	0	1.7183	NA	NA
k127_8825	262	No terminal repeats	1	11	0.9915	NA	0	1.7183	NA	NA
k127_9896	752	No terminal repeats	1	11	0.9911	NA	0	1.7183	NA	NA
k127_1650	1331	No terminal repeats	1	11	0.9907	NA	0	1.7183	NA	NA
k127_4621	2725	No terminal repeats	5	11	0.9899	NA	0	1.7183	NA	NA
k127_841	860	No terminal repeats	2	11	0.9896	NA	0	3.4366	NA	NA
k127_10685	472	No terminal repeats	1	11	0.9896	NA	0	1.7183	NA	NA
k127_422	233	No terminal repeats	1	11	0.9890	NA	0	1.7183	NA	NA
k127_8018	280	No terminal repeats	1	11	0.9890	NA	0	1.7183	NA	NA
k127_1824	1268	No terminal repeats	2	11	0.9890	NA	0	1.7183	NA	NA
k127_1589	681	No terminal repeats	1	11	0.9883	NA	0	1.7183	NA	NA
k127_8109	230	No terminal repeats	1	11	0.9881	NA	0	1.7183	NA	NA
k127_10486	279	No terminal repeats	1	11	0.9879	NA	0	1.7183	NA	NA
k127_2506	470	No terminal repeats	1	11	0.9873	NA	0	1.7183	NA	NA
k127_4033	358	No terminal repeats	1	11	0.9865	NA	0	1.7183	NA	NA
k127_12073	705	No terminal repeats	2	11	0.9832	NA	0	1.3311	NA	NA
k127_108	751	No terminal repeats	1	11	0.9831	NA	0	0.9446	NA	NA
k127_1212	513	No terminal repeats	1	11	0.9812	NA	0	1.1477	NA	NA
k127_12199	2346	DTR	5	11	0.9811	NA	0	0.6748	NA	NA
k127_7677	711	No terminal repeats	2	11	0.9799	NA	0	1.7183	NA	NA
k127_7886	1253	No terminal repeats	2	11	0.9791	NA	0	1.7183	NA	NA
k127_6323	1082	No terminal repeats	2	11	0.9782	NA	0	1.7183	NA	NA
k127_4236	2080	No terminal repeats	6	11	0.9779	NA	0	1.0192	NA	NA
k127_10014	1060	No terminal repeats	1	11	0.9779	NA	0	1.7183	NA	NA
k127_6525	538	No terminal repeats	2	11	0.9768	NA	0	1.9450	NA	NA
k127_879	267	No terminal repeats	1	11	0.9768	NA	0	1.0302	NA	NA
k127_3465	1360	No terminal repeats	4	11	0.9741	NA	0	3.4676	NA	NA
k127_11424	920	No terminal repeats	2	11	0.9733	NA	0	1.7183	NA	NA
k127_3934	740	No terminal repeats	1	11	0.9731	NA	1	1.6903	NA	NA
k127_10926	1102	No terminal repeats	2	11	0.9729	NA	0	1.5100	NA	NA
k127_9775	880	No terminal repeats	3	11	0.9714	NA	0	1.7183	NA	NA
k127_1501	804	No terminal repeats	2	11	0.9703	NA	0	1.7183	NA	NA
k127_6212	1000	No terminal repeats	2	11	0.9701	NA	0	1.7183	NA	NA
k127_626	2055	No terminal repeats	4	11	0.9699	NA	0	1.3125	NA	NA
k127_4001	1155	No terminal repeats	4	11	0.9689	NA	0	1.7183	NA	NA
k127_4625	529	No terminal repeats	1	11	0.9672	NA	0	1.4740	NA	NA
k127_641	1045	No terminal repeats	2	11	0.9669	NA	0	1.7183	NA	NA
k127_7703	2079	No terminal repeats	4	11	0.9668	NA	1	0.7971	T_virB9	NA
k127_6312	943	No terminal repeats	2	11	0.9665	NA	0	0.8886	NA	NA
k127_1911	3703	No terminal repeats	3	11	0.9657	NA	0	1.5625	NA	NA
k127_728	696	No terminal repeats	2	11	0.9655	NA	0	1.7183	NA	NA
k127_2060	971	No terminal repeats	2	11	0.9642	NA	0	1.7183	NA	NA
k127_2308	988	No terminal repeats	3	11	0.9611	NA	0	1.7183	NA	NA
k127_790	2020	No terminal repeats	2	11	0.9609	NA	0	2.5646	NA	NA
k127_2204	423	No terminal repeats	1	11	0.9607	NA	0	1.7183	NA	NA
k127_6428	966	No terminal repeats	1	11	0.9597	NA	0	1.3484	NA	NA
k127_6430	507	No terminal repeats	1	11	0.9583	NA	1	1.3109	MOBH	NA
k127_12180	376	No terminal repeats	1	11	0.9580	NA	1	1.6000	NA	NA
k127_11636	310	No terminal repeats	1	11	0.9571	NA	0	1.6970	NA	NA
k127_10335	799	No terminal repeats	3	11	0.9554	NA	0	1.7183	NA	NA
k127_6728	465	No terminal repeats	1	11	0.9552	NA	0	1.6931	NA	NA
k127_9353	390	No terminal repeats	2	11	0.9550	NA	1	1.7183	B_traI	NA
k127_1123	462	No terminal repeats	1	11	0.9546	NA	0	1.5803	NA	NA
k127_6589	646	No terminal repeats	2	11	0.9540	NA	0	1.7183	NA	NA
k127_7266	1555	No terminal repeats	3	11	0.9527	NA	0	0.0000	NA	NA
k127_11858	1308	No terminal repeats	3	11	0.9527	NA	0	1.4204	NA	NA
k127_8262	723	No terminal repeats	1	11	0.9516	NA	0	1.2143	NA	NA
k127_6343	432	No terminal repeats	1	11	0.9510	NA	0	1.7183	NA	NA
k127_7734	1058	No terminal repeats	3	11	0.9510	NA	0	1.7183	NA	NA
