contig_id	count	cpm	tpm	fpkm	length
k127_282	6	1812.69	2231.14	674059.51	521
k127_4794	2	604.23	670.37	202528.84	578
k127_1551	5	1510.57	1298.51	392297.81	746
k127_6481	2	604.23	743.71	224686.50	521
k127_566	8	2416.92	2886.21	871967.73	537
k127_4654	11	3323.26	2224.54	672065.94	958
k127_6482	2	604.23	767.28	231805.28	505
k127_5499	12	3625.38	3632.57	1097453.14	640
k127_3807	16	4833.84	3969.01	1199095.19	781
k127_1695	14	4229.61	5339.21	1613054.48	508
k127_5078	10	3021.15	2105.84	636204.72	920
k127_4659	11	3323.26	3961.17	1196727.09	538
k127_2821	2	604.23	700.68	211684.75	553
k127_4798	3	906.34	789.69	238576.77	736
k127_1697	7	2114.80	1535.85	464004.35	883
k127_6206	2	604.23	758.27	229083.50	511
k127_3810	2	604.23	661.22	199763.94	586
k127_2685	3	906.34	877.96	265245.47	662
k127_2824	14	4229.61	4042.20	1221209.65	671
k127_2401	11	3323.26	3459.59	1045193.46	616
k127_1275	12	3625.38	4488.12	1355926.66	518
k127_3530	8	2416.92	2812.88	849812.47	551
k127_1979	2	604.23	713.58	215583.18	543
k127_5788	12	3625.38	1978.59	597761.71	1175
k127_1416	7	2114.80	2474.74	747656.64	548
k127_6350	2	604.23	752.38	227304.21	515
k127_5505	8	2416.92	2344.78	708391.33	661
k127_4519	9	2719.03	1247.23	376807.94	1398
k127_6069	4	1208.46	1445.80	436797.27	536
k127_1981	2	604.23	773.40	233656.02	501
k127_5792	2	604.23	680.97	205732.28	569
k127_295	30	9063.44	7509.19	2268636.97	774
k127_152	4	1208.46	1388.80	419575.87	558
k127_3533	16	4833.84	4347.54	1313454.90	713
k127_2545	2	604.23	749.47	226424.89	517
k127_1282	6	1812.69	1871.86	565515.30	621
k127_5794	19	5740.18	4888.45	1476873.63	753
k127_6774	14	4229.61	4109.57	1241563.14	660
k127_5509	2	604.23	717.54	216780.87	540
k127_5234	4	1208.46	1510.62	456380.77	513
k127_3396	10	3021.15	3683.21	1112753.50	526
k127_299	14	4229.61	4995.06	1509082.27	543
k127_5927	32	9667.67	4558.52	1377196.09	1360
k127_2697	6	1812.69	2117.34	639681.25	549
k127_3253	4	1208.46	1424.54	430373.78	544
k127_1289	12	3625.38	4337.40	1310391.80	536
k127_3962	18	5438.07	6205.10	1874653.04	562
k127_3538	6	1812.69	2189.12	661365.36	531
k127_3963	13	3927.49	3941.44	1190768.14	639
k127_5092	4	1208.46	1347.74	407171.02	575
k127_6914	3	906.34	1104.96	333826.05	526
k127_1143	12	3625.38	3434.04	1037474.16	677
k127_586	8	2416.92	3021.24	912761.54	513
k127_4385	10	3021.15	3567.90	1077915.91	543
k127_6779	7	2114.80	2003.19	605193.26	677
k127_5095	5	1510.57	1343.53	405900.37	721
k127_1006	2	604.23	748.02	225987.78	518
k127_1293	2	604.23	725.61	219216.61	534
k127_306	7	2114.80	2015.10	608790.25	673
k127_5238	2	604.23	707.07	213616.18	548
k127_1428	2	604.23	678.59	205011.68	571
k127_1147	2	604.23	695.64	210164.57	557
k127_5241	7	2114.80	2119.00	640181.00	640
k127_6783	7	2114.80	1546.36	467178.83	877
k127_3128	2	604.23	762.74	230436.35	508
k127_3687	32	9667.67	4678.93	1413574.86	1325
k127_6787	2	604.23	771.86	233190.57	502
k127_5378	2	604.23	670.37	202528.84	578
k127_6920	5	1510.57	1873.67	566062.22	517
k127_5809	20	6042.30	5374.12	1623601.50	721
k127_6790	5	1510.57	1432.97	432920.37	676
k127_3971	2	604.23	750.92	226863.70	516
k127_5102	6	1812.69	2180.90	658883.68	533
k127_1296	32	9667.67	4302.28	1299782.57	1441
k127_6791	18	5438.07	6567.36	1984096.07	531
k127_4685	3	906.34	1028.69	310783.19	565
k127_5663	18	5438.07	4337.40	1310391.80	804
k127_5938	4	1208.46	1383.84	418077.39	560
k127_449	10	3021.15	3170.82	957951.46	611
k127_1298	4	1208.46	1537.60	464530.43	504
k127_6508	6	1812.69	1112.37	336062.20	1045
k127_4121	2	604.23	749.47	226424.89	517
k127_3133	12	3625.38	4394.79	1327731.58	529
k127_4395	2	604.23	750.92	226863.70	516
k127_3975	4	1208.46	1432.44	432760.32	541
k127_3690	32	9667.67	5153.44	1556929.91	1203
k127_2844	4	1208.46	1546.80	467312.05	501
k127_5104	10	3021.15	2989.77	903253.61	648
k127_5386	4	1208.46	1025.06	309686.95	756
k127_2707	10	3021.15	2717.21	820909.31	713
k127_2846	4	1208.46	1080.82	326531.85	717
k127_4960	10	3021.15	3859.30	1165952.87	502
k127_6651	4	1208.46	1383.84	418077.39	560
k127_1305	6	1812.69	1545.77	467001.33	752
k127_6233	4	1208.46	1398.82	422605.30	554
k127_6384	2	604.23	736.64	222550.70	526
k127_890	6	1812.69	1581.53	477802.73	735
k127_3552	2	604.23	750.92	226863.70	516
k127_2848	2	604.23	687.01	207556.15	564
k127_1581	2	604.23	680.97	205732.28	569
k127_2990	2	604.23	722.90	218398.63	536
k127_3840	5	1510.57	1859.28	561716.26	521
k127_3981	67	20241.69	24537.59	7413168.00	529
k127_5820	3	906.34	1094.56	330682.68	531
k127_2566	2	604.23	701.95	212068.24	552
k127_4965	4	1208.46	947.37	286214.35	818
k127_2853	2	604.23	743.71	224686.50	521
k127_1026	8	2416.92	2992.08	903951.10	518
k127_5824	2	604.23	771.86	233190.57	502
k127_4693	2	604.23	728.33	220040.73	532
k127_2996	2	604.23	700.68	211684.75	553
k127_4968	2	604.23	726.97	219627.89	533
k127_740	13	3927.49	3403.49	1028244.38	740
k127_5395	23	6948.64	3587.72	1083904.33	1242
k127_5545	10	3021.15	3769.20	1138732.18	514
k127_6243	2	604.23	731.08	220871.07	530
k127_2998	2	604.23	690.68	208666.07	561
k127_1029	2	604.23	758.27	229083.50	511
k127_2017	30	9063.44	5777.45	1745452.30	1006
k127_6245	2	604.23	689.46	208294.78	562
k127_2445	12	3625.38	3423.92	1034418.27	679
k127_6941	12	3625.38	4329.32	1307951.60	537
k127_3000	2	604.23	752.38	227304.21	515
k127_6394	8	2416.92	1533.03	463152.00	1011
k127_4413	12	3625.38	4567.47	1379901.78	509
k127_614	2	604.23	767.28	231805.28	505
k127_5260	10	3021.15	3435.05	1037780.74	564
k127_6667	2	604.23	665.76	201136.89	582
k127_5118	2	604.23	689.46	208294.78	562
k127_58	14	4229.61	3761.88	1136521.05	721
k127_3426	8	2416.92	2018.09	609696.19	768
k127_2571	8	2416.92	1939.80	586040.89	799
k127_6805	10	3021.15	3634.84	1098139.47	533
k127_6806	12	3625.38	2700.17	815760.75	861
k127_4285	4	1208.46	1336.12	403660.92	580
k127_6247	2	604.23	688.23	207924.81	563
k127_5406	2	604.23	756.79	228636.07	512
k127_5407	2	604.23	689.46	208294.78	562
k127_6528	2	604.23	661.22	199763.94	586
k127_2865	2	604.23	750.92	226863.70	516
k127_2450	10	3021.15	3828.80	1156735.85	506
k127_3708	2	604.23	696.90	210542.57	556
k127_6529	8	2416.92	2026.01	612087.15	765
k127_2866	10	3021.15	2194.08	662863.35	883
k127_3853	2	604.23	673.87	203585.51	575
k127_1463	10	3021.15	3381.10	1021480.52	573
k127_1885	8	2416.92	2969.15	897024.28	522
k127_3574	3	906.34	894.17	270142.31	650
k127_1330	2	604.23	709.66	214398.66	546
k127_3429	2	604.23	774.95	234123.34	500
k127_6809	6	1812.69	1460.33	441187.19	796
k127_5969	2	604.23	695.64	210164.57	557
k127_3711	4	1208.46	1235.96	373402.45	627
k127_4981	2	604.23	694.40	209787.94	558
k127_2577	4	1208.46	1371.59	414377.59	565
k127_2027	2	604.23	685.79	207188.79	565
k127_68	2	604.23	685.79	207188.79	565
k127_6531	14	4229.61	4153.63	1254872.40	653
k127_478	14	4229.61	3715.51	1122509.14	730
k127_1465	24	7250.76	8642.55	2611040.92	538
k127_4004	14	4229.61	4843.43	1463270.85	560
k127_71	4	1208.46	1374.02	415112.30	564
k127_6408	40	12084.59	8441.70	2550363.14	918
k127_3299	2	604.23	726.97	219627.89	533
k127_3863	4	1208.46	1543.72	466381.15	502
k127_6953	8	2416.92	3081.31	930907.90	503
k127_5564	4	1208.46	1347.74	407171.02	575
k127_4297	2	604.23	714.90	215980.94	542
k127_1055	2	604.23	761.25	229983.63	509
k127_6821	2	604.23	662.35	200105.42	585
k127_6120	6	1812.69	2039.34	616114.04	570
k127_4301	3	906.34	1060.60	320424.27	548
k127_1476	18	5438.07	5083.48	1535794.48	686
k127_2586	2	604.23	682.17	206094.49	568
k127_762	2	604.23	743.71	224686.50	521
k127_489	18	5438.07	6398.66	1933128.46	545
k127_6412	6	1812.69	1507.68	455492.87	771
k127_5422	6	1812.69	1445.80	436797.27	804
k127_2587	2	604.23	668.06	201830.46	580
k127_766	2	604.23	691.92	209038.69	560
k127_3310	2	604.23	699.41	211302.65	554
k127_1185	12	3625.38	4585.49	1385345.18	507
k127_3023	2	604.23	771.86	233190.57	502
k127_2888	16	4833.84	5815.75	1757023.16	533
k127_4989	18	5438.07	3108.08	938997.34	1122
k127_4572	15	4531.72	4717.62	1425263.81	616
k127_5427	16	4833.84	5984.16	1807902.21	518
k127_1608	2	604.23	755.31	228190.39	513
k127_6418	21	6344.41	7808.98	2359208.28	521
k127_2466	12	3625.38	4085.84	1234393.69	569
k127_5428	16	4833.84	5719.18	1727847.50	542
k127_1484	10	3021.15	3859.30	1165952.87	502
k127_5142	2	604.23	750.92	226863.70	516
k127_215	2	604.23	749.47	226424.89	517
k127_2045	2	604.23	774.95	234123.34	500
k127_86	5	1510.57	1859.28	561716.26	521
k127_927	17	5135.95	6309.44	1906176.58	522
k127_6697	4	1208.46	1108.65	334940.39	699
k127_4015	5	1510.57	1723.64	520736.96	562
k127_6425	8	2416.92	2042.02	616925.79	759
k127_219	20	6042.30	5757.42	1739400.71	673
k127_6427	6	1812.69	2172.75	656420.57	535
k127_6135	10	3021.15	3351.85	1012644.19	578
k127_2323	6	1812.69	1359.56	410742.69	855
k127_1620	6	1812.69	1497.97	452557.99	776
k127_5858	8	2416.92	2214.14	668923.82	700
k127_649	2	604.23	752.38	227304.21	515
k127_4739	5	1510.57	1625.31	491030.49	596
k127_5000	4	1208.46	1388.80	419575.87	558
k127_933	12	3625.38	4386.50	1325226.43	530
k127_4022	4	1208.46	1445.80	436797.27	536
k127_2896	8	2416.92	3099.79	936493.34	500
k127_1621	2	604.23	678.59	205011.68	571
k127_4177	3	906.34	975.19	294618.29	596
k127_4318	14	4229.61	5360.31	1619430.19	506
k127_1197	20	6042.30	7408.68	2238272.81	523
k127_2052	10	3021.15	2328.57	703495.60	832
