seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_683	7976	No terminal repeats	NA	2	11	0.9786	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
k127_2667	342	No terminal repeats	NA	2	11	0.9767	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_4185	6316	No terminal repeats	NA	1	11	0.9754	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4379	571	No terminal repeats	NA	1	11	0.9734	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales
k127_4125	628	No terminal repeats	NA	1	11	0.9730	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_520	2538	No terminal repeats	NA	1	11	0.9725	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_4074	440	No terminal repeats	NA	1	11	0.9723	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_726	333	No terminal repeats	NA	1	11	0.9719	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2437	377	No terminal repeats	NA	2	11	0.9716	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1116	4008	No terminal repeats	NA	1	11	0.9715	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_1004	243	No terminal repeats	NA	2	11	0.9714	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2198	351	No terminal repeats	NA	1	11	0.9712	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Hepelivirales
k127_3885	477	No terminal repeats	NA	1	11	0.9710	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_650	475	No terminal repeats	NA	2	11	0.9710	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_579	472	No terminal repeats	NA	1	11	0.9708	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_3676	2283	No terminal repeats	NA	1	11	0.9706	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_4042	313	No terminal repeats	NA	1	11	0.9703	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3859	290	No terminal repeats	NA	1	11	0.9699	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3991	846	No terminal repeats	NA	1	11	0.9698	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3487	308	No terminal repeats	NA	2	11	0.9698	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_987	1727	No terminal repeats	NA	1	11	0.9698	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_731	1012	No terminal repeats	NA	2	11	0.9697	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_60	460	No terminal repeats	NA	1	11	0.9696	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1001	520	No terminal repeats	NA	1	11	0.9694	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_980	537	No terminal repeats	NA	1	11	0.9693	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1115	301	No terminal repeats	NA	1	15	0.9692	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1540	190	No terminal repeats	NA	1	11	0.9692	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_460	273	No terminal repeats	NA	1	11	0.9691	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3144	300	No terminal repeats	NA	1	11	0.9690	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_3434	455	No terminal repeats	NA	1	11	0.9689	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2451	348	No terminal repeats	NA	1	11	0.9686	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_839	365	No terminal repeats	NA	1	11	0.9686	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_1987	278	No terminal repeats	NA	1	11	0.9684	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4254	937	No terminal repeats	NA	1	11	0.9683	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_3946	285	No terminal repeats	NA	1	15	0.9682	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
k127_2460	297	No terminal repeats	NA	1	15	0.9682	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3015	340	No terminal repeats	NA	2	11	0.9681	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
