seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_3138	301	No terminal repeats	NA	1	11	0.9699	NA	0	1.7183	Unclassified
k127_3907	286	No terminal repeats	NA	1	11	0.9696	NA	1	1.5151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_123	299	No terminal repeats	NA	1	11	0.9643	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_1408	301	No terminal repeats	NA	1	11	0.9638	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1965	301	No terminal repeats	NA	1	11	0.9638	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_2003	294	No terminal repeats	NA	1	11	0.9627	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_2213	509	No terminal repeats	NA	1	11	0.9620	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1849	290	No terminal repeats	NA	1	11	0.9619	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1996	300	No terminal repeats	NA	1	11	0.9570	NA	0	1.4648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4806	269	No terminal repeats	NA	1	11	0.9566	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1024	501	No terminal repeats	NA	2	11	0.9556	NA	1	2.9913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3591	288	No terminal repeats	NA	1	11	0.9532	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_2692	335	No terminal repeats	NA	1	11	0.9528	NA	0	1.1832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5251	498	No terminal repeats	NA	1	11	0.9528	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_2801	299	No terminal repeats	NA	1	11	0.9520	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2812	317	No terminal repeats	NA	1	11	0.9511	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
