seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_14011	243	No terminal repeats	NA	2	11	0.9768	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_4567	8550	No terminal repeats	NA	2	11	0.9761	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
k127_2720	2539	No terminal repeats	NA	3	11	0.9749	NA	2	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
k127_995	519	No terminal repeats	NA	2	11	0.9748	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_15224	409	No terminal repeats	NA	1	11	0.9748	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_2548	1346	No terminal repeats	NA	1	11	0.9746	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_9280	2050	No terminal repeats	NA	1	11	0.9745	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1261	1250	No terminal repeats	NA	1	11	0.9743	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_2264	4338	No terminal repeats	NA	1	11	0.9742	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_9250	890	No terminal repeats	NA	1	11	0.9736	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_4810	583	No terminal repeats	NA	1	11	0.9736	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_10180	235	No terminal repeats	NA	2	11	0.9736	NA	0	3.4366	Unclassified
k127_13320	1279	No terminal repeats	NA	2	11	0.9735	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9494	247	No terminal repeats	NA	2	11	0.9732	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_423	417	No terminal repeats	NA	2	11	0.9732	NA	0	3.4366	Unclassified
k127_6478	1828	No terminal repeats	NA	1	11	0.9731	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3117	457	No terminal repeats	NA	1	11	0.9731	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2309	493	No terminal repeats	NA	1	11	0.9729	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_15062	1274	No terminal repeats	NA	1	11	0.9729	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_649	253	No terminal repeats	NA	1	11	0.9728	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_12360	651	No terminal repeats	NA	1	11	0.9728	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_5903	476	No terminal repeats	NA	1	11	0.9728	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_11294	299	No terminal repeats	NA	1	11	0.9727	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5046	520	No terminal repeats	NA	1	11	0.9726	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_11442	1709	No terminal repeats	NA	1	11	0.9725	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_15105	547	No terminal repeats	NA	1	11	0.9723	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
k127_7844	706	No terminal repeats	NA	1	11	0.9722	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_15463	334	No terminal repeats	NA	2	15	0.9721	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_14475	405	No terminal repeats	NA	1	11	0.9721	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1678	238	No terminal repeats	NA	1	11	0.9721	NA	0	1.4709	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4514	331	No terminal repeats	NA	1	11	0.9720	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_14511	363	No terminal repeats	NA	1	4	0.9717	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_8532	753	No terminal repeats	NA	1	11	0.9716	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_10174	255	No terminal repeats	NA	1	11	0.9716	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_276	365	No terminal repeats	NA	1	11	0.9715	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_14467	300	No terminal repeats	NA	1	11	0.9715	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_886	255	No terminal repeats	NA	1	11	0.9715	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_11125	312	No terminal repeats	NA	1	11	0.9715	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_11806	522	No terminal repeats	NA	1	11	0.9714	NA	0	1.7183	Unclassified
k127_13759	306	No terminal repeats	NA	1	11	0.9713	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4025	285	No terminal repeats	NA	1	11	0.9712	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_13990	685	No terminal repeats	NA	1	11	0.9712	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_15243	568	No terminal repeats	NA	1	11	0.9712	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6916	227	No terminal repeats	NA	1	11	0.9712	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4942	550	No terminal repeats	NA	1	15	0.9712	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_3497	472	No terminal repeats	NA	1	11	0.9711	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_8982	375	No terminal repeats	NA	1	11	0.9711	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_3665	253	No terminal repeats	NA	1	11	0.9711	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
