seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_1994	2585	No terminal repeats	NA	3	11	0.9794	NA	1	4.6343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8521	1699	No terminal repeats	NA	4	11	0.9792	NA	0	4.3804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
k127_2749	557	No terminal repeats	NA	1	11	0.9744	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_12107	407	No terminal repeats	NA	1	11	0.9738	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_5611	805	No terminal repeats	NA	2	11	0.9731	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_10142	544	No terminal repeats	NA	1	11	0.9730	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_7797	442	No terminal repeats	NA	1	11	0.9729	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6274	430	No terminal repeats	NA	1	11	0.9726	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_11746	715	No terminal repeats	NA	1	11	0.9724	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_10301	504	No terminal repeats	NA	1	11	0.9723	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_4966	437	No terminal repeats	NA	1	11	0.9722	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_5974	290	No terminal repeats	NA	1	11	0.9720	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_2540	388	No terminal repeats	NA	1	11	0.9720	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_6908	301	No terminal repeats	NA	1	11	0.9719	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_10353	401	No terminal repeats	NA	1	11	0.9718	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales
k127_9867	428	No terminal repeats	NA	1	11	0.9716	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
