seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_7846	650	No terminal repeats	NA	2	11	0.9761	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_8203	4406	No terminal repeats	NA	1	11	0.9755	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_8283	230	No terminal repeats	NA	2	11	0.9751	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2799	2052	No terminal repeats	NA	3	11	0.9751	NA	2	3.4366	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_5894	8032	No terminal repeats	NA	2	11	0.9750	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
k127_6174	291	No terminal repeats	NA	2	11	0.9750	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6285	1271	No terminal repeats	NA	1	11	0.9746	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1824	729	No terminal repeats	NA	1	11	0.9744	NA	0	1.7183	Unclassified
k127_5664	1817	No terminal repeats	NA	2	11	0.9741	NA	0	3.4341	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_98	2205	No terminal repeats	NA	1	11	0.9733	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4112	1162	No terminal repeats	NA	1	11	0.9733	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
k127_3837	299	No terminal repeats	NA	1	11	0.9731	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6972	2598	No terminal repeats	NA	1	11	0.9729	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_8703	549	No terminal repeats	NA	1	11	0.9726	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5055	482	No terminal repeats	NA	1	11	0.9725	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_2813	513	No terminal repeats	NA	1	11	0.9725	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6675	525	No terminal repeats	NA	1	11	0.9725	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6365	1325	No terminal repeats	NA	1	11	0.9722	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5490	378	No terminal repeats	NA	1	11	0.9721	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
