seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_3282	1228	No terminal repeats	NA	3	11	0.9802	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_682	1607	No terminal repeats	NA	3	11	0.9800	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2831	2283	No terminal repeats	NA	3	11	0.9766	NA	2	3.2933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8888	2067	No terminal repeats	NA	9	11	0.9742	NA	0	4.3581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3481	673	No terminal repeats	NA	1	11	0.9735	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_803	305	No terminal repeats	NA	1	11	0.9713	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3837	1674	No terminal repeats	NA	3	11	0.9710	NA	0	4.3680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7483	3295	No terminal repeats	NA	11	11	0.9700	NA	1	6.8384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3127	361	No terminal repeats	NA	1	11	0.9695	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6473	1911	No terminal repeats	NA	2	11	0.9673	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2760	439	No terminal repeats	NA	1	11	0.9672	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2118	301	No terminal repeats	NA	1	11	0.9671	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_540	301	No terminal repeats	NA	1	11	0.9668	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_983	293	No terminal repeats	NA	1	11	0.9663	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2578	232	No terminal repeats	NA	1	11	0.9662	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2135	1242	No terminal repeats	NA	3	11	0.9619	NA	0	4.2333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_652	235	No terminal repeats	NA	1	11	0.9614	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_320	546	No terminal repeats	NA	1	11	0.9602	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales
k127_3066	300	No terminal repeats	NA	1	11	0.9588	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_519	675	No terminal repeats	NA	1	11	0.9582	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_633	469	No terminal repeats	NA	1	11	0.9572	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3147	829	No terminal repeats	NA	1	11	0.9568	NA	0	1.7183	Unclassified
k127_8385	301	No terminal repeats	NA	1	11	0.9547	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_746	301	No terminal repeats	NA	1	11	0.9539	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4606	267	No terminal repeats	NA	1	11	0.9536	NA	0	1.7183	Unclassified
k127_1207	530	No terminal repeats	NA	2	11	0.9535	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7749	247	No terminal repeats	NA	1	11	0.9527	NA	1	1.4666	Unclassified
k127_647	297	No terminal repeats	NA	1	11	0.9523	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1995	300	No terminal repeats	NA	1	11	0.9521	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_8458	508	ITR	NA	1	11	0.9510	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_5340	242	No terminal repeats	NA	1	11	0.9506	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_805	234	No terminal repeats	NA	1	11	0.9499	NA	0	1.7183	Unclassified
k127_3608	345	No terminal repeats	NA	1	11	0.9493	NA	1	1.7183	Unclassified
k127_5858	678	No terminal repeats	NA	1	11	0.9485	NA	0	1.7183	Unclassified
k127_7150	670	No terminal repeats	NA	1	11	0.9485	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_744	372	No terminal repeats	NA	2	4	0.9470	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6893	301	No terminal repeats	NA	1	11	0.9469	NA	1	1.4876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4228	273	No terminal repeats	NA	1	11	0.9441	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1218	845	No terminal repeats	NA	1	11	0.9435	NA	0	1.5207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2162	301	No terminal repeats	NA	1	11	0.9431	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6401	301	No terminal repeats	NA	2	11	0.9430	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5350	428	No terminal repeats	NA	1	11	0.9427	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales
k127_5163	254	No terminal repeats	NA	1	11	0.9423	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3799	745	No terminal repeats	NA	1	11	0.9419	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5312	349	No terminal repeats	NA	2	11	0.9418	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8795	301	No terminal repeats	NA	1	11	0.9416	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5711	300	No terminal repeats	NA	1	11	0.9404	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_8864	331	No terminal repeats	NA	1	11	0.9398	NA	0	1.5957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5750	283	No terminal repeats	NA	1	11	0.9390	NA	1	1.1655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4199	243	No terminal repeats	NA	1	11	0.9383	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1376	808	No terminal repeats	NA	1	11	0.9363	NA	0	1.7183	Unclassified
k127_8459	903	No terminal repeats	NA	3	11	0.9361	NA	0	3.4106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3049	238	No terminal repeats	NA	1	11	0.9352	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1355	241	No terminal repeats	NA	2	11	0.9352	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2098	300	No terminal repeats	NA	1	11	0.9340	NA	0	1.2972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4768	1386	No terminal repeats	NA	2	11	0.9333	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1364	301	No terminal repeats	NA	1	11	0.9312	NA	0	1.7183	Unclassified
k127_974	375	No terminal repeats	NA	1	11	0.9306	NA	0	1.2654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5822	548	No terminal repeats	NA	3	11	0.9300	NA	0	3.0248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8643	234	No terminal repeats	NA	1	11	0.9296	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7478	358	No terminal repeats	NA	1	11	0.9292	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Vidaverviricetes;Mindivirales
k127_7659	301	No terminal repeats	NA	1	11	0.9291	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales
k127_1514	4833	No terminal repeats	NA	4	11	0.9285	NA	0	2.8849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3349	1849	No terminal repeats	NA	3	11	0.9278	NA	0	2.6410	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3259	454	No terminal repeats	NA	1	11	0.9241	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7925	490	No terminal repeats	NA	2	11	0.9229	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8095	395	No terminal repeats	NA	1	11	0.9220	NA	0	1.7183	Unclassified
