seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_3687	1325	No terminal repeats	NA	3	11	0.9802	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5543	483	No terminal repeats	NA	1	11	0.9735	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_4494	568	No terminal repeats	NA	1	11	0.9735	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6878	438	No terminal repeats	NA	1	11	0.9733	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6513	293	No terminal repeats	NA	1	11	0.9731	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_3198	493	No terminal repeats	NA	1	11	0.9727	NA	0	1.7183	Viruses;Riboviria
k127_4491	456	No terminal repeats	NA	1	11	0.9724	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_3128	508	No terminal repeats	NA	1	11	0.9724	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_941	441	No terminal repeats	NA	1	11	0.9717	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_6171	484	No terminal repeats	NA	1	11	0.9716	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_1961	534	No terminal repeats	NA	1	11	0.9715	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_4188	1019	No terminal repeats	NA	1	11	0.9715	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6725	299	No terminal repeats	NA	1	11	0.9714	NA	1	1.7183	Viruses;Riboviria
k127_1837	300	No terminal repeats	NA	1	11	0.9714	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_1658	558	No terminal repeats	NA	1	11	0.9713	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_3574	650	No terminal repeats	NA	1	11	0.9713	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_737	395	No terminal repeats	NA	1	11	0.9712	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_4497	368	No terminal repeats	NA	1	11	0.9712	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
k127_1088	435	No terminal repeats	NA	1	11	0.9711	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_6412	771	No terminal repeats	NA	1	11	0.9708	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_2699	484	No terminal repeats	NA	1	11	0.9705	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
