seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_9128	455	No terminal repeats	NA	2	11	0.9791	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_9775	1797	No terminal repeats	NA	1	11	0.9744	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_6803	14036	No terminal repeats	NA	2	11	0.9744	NA	1	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_9079	416	No terminal repeats	NA	1	11	0.9736	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_2323	520	No terminal repeats	NA	1	11	0.9733	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_8217	296	No terminal repeats	NA	1	11	0.9731	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_5849	512	No terminal repeats	NA	1	11	0.9729	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales
k127_7450	376	No terminal repeats	NA	1	11	0.9726	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_307	1551	No terminal repeats	NA	1	11	0.9726	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_1743	288	No terminal repeats	NA	1	4	0.9724	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_192	424	No terminal repeats	NA	1	11	0.9721	NA	0	1.7183	Unclassified
k127_9533	481	No terminal repeats	NA	1	11	0.9720	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_5784	1670	No terminal repeats	NA	1	11	0.9720	NA	1	1.7183	Viruses;Riboviria
k127_2820	375	No terminal repeats	NA	1	11	0.9714	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_8382	538	No terminal repeats	NA	1	11	0.9714	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_8889	1675	No terminal repeats	NA	4	11	0.9712	NA	0	3.4341	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae
k127_2451	248	No terminal repeats	NA	2	11	0.9711	NA	0	3.4366	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4727	253	No terminal repeats	NA	1	11	0.9710	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_4437	328	No terminal repeats	NA	1	11	0.9708	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
k127_5350	556	No terminal repeats	NA	1	11	0.9708	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
k127_2146	396	No terminal repeats	NA	1	11	0.9707	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
k127_1198	251	ITR	NA	1	11	0.9705	NA	0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_7264	301	No terminal repeats	NA	1	15	0.9704	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
